mode,date,tap,time,count
bus,20160729,off,18:45,12997
bus,20160729,off,11:30,8943
bus,20160729,off,20:15,4546
bus,20160729,off,00:15,1092
bus,20160729,off,13:00,9041
bus,20160729,off,02:45,363
bus,20160729,off,23:30,1623
bus,20160729,off,17:45,17723
bus,20160729,off,10:45,9465
bus,20160729,off,05:15,1165
bus,20160729,off,20:00,4622
bus,20160729,off,12:30,9435
bus,20160729,off,07:00,9284
bus,20160729,off,14:15,10375
bus,20160729,off,08:45,27808
bus,20160729,off,23:45,1294
bus,20160729,off,-1,61536
bus,20160729,off,13:15,9539
bus,20160729,off,11:45,9451
bus,20160729,off,22:45,2144
bus,20160729,off,05:00,646
bus,20160729,off,16:15,17056
bus,20160729,off,01:15,464
bus,20160729,off,14:00,9632
bus,20160729,off,21:15,3357
bus,20160729,off,07:30,17799
bus,20160729,off,06:30,6142
bus,20160729,off,01:00,497
bus,20160729,off,15:00,15093
bus,20160729,off,16:00,20021
bus,20160729,off,23:15,1981
bus,20160729,off,12:15,9030
bus,20160729,off,21:00,3176
bus,20160729,off,04:30,194
bus,20160729,off,05:30,1833
bus,20160729,off,03:15,282
bus,20160729,off,14:30,11125
bus,20160729,off,18:15,17239
bus,20160729,off,06:45,8300
bus,20160729,off,19:00,10735
bus,20160729,off,12:00,8618
bus,20160729,off,09:45,11701
bus,20160729,off,23:00,2199
bus,20160729,off,00:45,570
bus,20160729,off,04:00,256
bus,20160729,off,17:30,17740
bus,20160729,off,10:15,9404
bus,20160729,off,08:30,33488
bus,20160729,off,03:00,277
bus,20160729,off,21:30,2917
bus,20160729,off,15:45,21590
bus,20160729,off,18:00,17393
bus,20160729,off,20:30,3792
bus,20160729,off,19:15,8698
bus,20160729,off,08:00,29163
bus,20160729,off,02:00,368
bus,20160729,off,13:45,9768
bus,20160729,off,17:00,15750
bus,20160729,off,09:30,12861
bus,20160729,off,22:30,2635
bus,20160729,off,04:15,253
bus,20160729,off,03:30,318
bus,20160729,off,10:00,9749
bus,20160729,off,18:30,16052
bus,20160729,off,20:45,3581
bus,20160729,off,07:45,24671
bus,20160729,off,06:00,3460
bus,20160729,off,05:45,2648
bus,20160729,off,08:15,33885
bus,20160729,off,11:00,8768
bus,20160729,off,02:15,442
bus,20160729,off,22:00,2663
bus,20160729,off,17:15,16351
bus,20160729,off,10:30,9318
bus,20160729,off,15:30,21492
bus,20160729,off,14:45,12709
bus,20160729,off,00:30,830
bus,20160729,off,19:30,7364
bus,20160729,off,06:15,4561
bus,20160729,off,01:45,356
bus,20160729,off,16:45,16045
bus,20160729,off,11:15,9285
bus,20160729,off,09:15,14593
bus,20160729,off,22:15,2622
bus,20160729,off,21:45,2698
bus,20160727,on,02:30,215
bus,20160727,on,13:30,10339
bus,20160727,on,15:15,29078
bus,20160727,on,12:45,9684
bus,20160727,on,00:00,461
bus,20160727,on,16:30,17478
bus,20160727,on,04:45,657
bus,20160727,on,03:45,121
bus,20160727,on,19:45,4655
bus,20160727,on,01:30,192
bus,20160727,on,07:15,24326
bus,20160727,on,09:00,15625
bus,20160727,on,18:45,9735
bus,20160727,on,11:30,9556
bus,20160727,on,20:15,3917
bus,20160727,on,00:15,365
bus,20160727,on,13:00,10539
bus,20160727,on,02:45,142
bus,20160727,on,23:30,741
bus,20160727,on,17:45,19400
bus,20160727,on,10:45,9055
bus,20160727,on,05:15,1925
bus,20160727,on,20:00,4605
bus,20160727,on,12:30,10168
bus,20160727,on,07:00,17557
bus,20160727,on,14:15,11785
bus,20160727,on,08:45,18849
bus,20160727,on,23:45,531
bus,20160727,on,-1,118
bus,20160727,on,13:15,9891
bus,20160727,on,11:45,8936
bus,20160727,on,22:45,1496
bus,20160727,on,05:00,1242
bus,20160727,on,16:15,17259
bus,20160727,on,01:15,156
bus,20160727,on,14:00,11571
bus,20160727,on,21:15,3123
bus,20160727,on,07:30,32260
bus,20160727,on,06:30,9218
bus,20160727,on,01:00,248
bus,20160727,on,15:00,26631
bus,20160727,on,16:00,18322
bus,20160727,on,23:15,898
bus,20160727,on,12:15,9568
bus,20160727,on,21:00,3337
bus,20160727,on,04:30,359
bus,20160727,on,05:30,2772
bus,20160727,on,03:15,110
bus,20160727,on,14:30,15864
bus,20160727,on,18:15,15525
bus,20160727,on,06:45,11784
bus,20160727,on,19:00,8520
bus,20160727,on,12:00,9908
bus,20160727,on,09:45,10112
bus,20160727,on,23:00,1273
bus,20160727,on,00:45,202
bus,20160727,on,04:00,114
bus,20160727,on,17:30,21039
bus,20160727,on,10:15,9901
bus,20160727,on,08:30,27700
bus,20160727,on,03:00,125
bus,20160727,on,21:30,2736
bus,20160727,on,15:45,19651
bus,20160727,on,18:00,18166
bus,20160727,on,20:30,3667
bus,20160727,on,19:15,6539
bus,20160727,on,08:00,37398
bus,20160727,on,02:00,198
bus,20160727,on,13:45,9943
bus,20160727,on,17:00,21278
bus,20160727,on,09:30,11727
bus,20160727,on,22:30,1613
bus,20160727,on,04:15,48
bus,20160727,on,03:30,120
bus,20160727,on,10:00,9834
bus,20160727,on,18:30,12568
bus,20160727,on,20:45,3225
bus,20160727,on,07:45,36739
bus,20160727,on,06:00,5108
bus,20160727,on,05:45,3910
bus,20160727,on,08:15,33813
bus,20160727,on,11:00,9313
bus,20160727,on,02:15,130
bus,20160727,on,22:00,2179
bus,20160727,on,17:15,21111
bus,20160727,on,10:30,9788
bus,20160727,on,15:30,26804
bus,20160727,on,14:45,17859
bus,20160727,on,00:30,291
bus,20160727,on,19:30,5594
bus,20160727,on,06:15,7211
bus,20160727,on,01:45,189
bus,20160727,on,16:45,17165
bus,20160727,on,11:15,9322
bus,20160727,on,09:15,12773
bus,20160727,on,22:15,2021
bus,20160727,on,21:45,2458
bus,20160727,off,02:30,176
bus,20160727,off,13:30,9721
bus,20160727,off,15:15,20785
bus,20160727,off,12:45,9757
bus,20160727,off,00:00,465
bus,20160727,off,16:30,15953
bus,20160727,off,04:45,335
bus,20160727,off,03:45,126
bus,20160727,off,19:45,5640
bus,20160727,off,01:30,181
bus,20160727,off,07:15,13880
bus,20160727,off,09:00,20531
bus,20160727,off,18:45,14374
bus,20160727,off,11:30,8992
bus,20160727,off,20:15,4315
bus,20160727,off,00:15,432
bus,20160727,off,13:00,9358
bus,20160727,off,02:45,177
bus,20160727,off,23:30,1021
bus,20160727,off,17:45,19536
bus,20160727,off,10:45,9518
bus,20160727,off,05:15,1197
bus,20160727,off,20:00,4816
bus,20160727,off,12:30,9209
bus,20160727,off,07:00,9823
bus,20160727,off,14:15,10367
bus,20160727,off,08:45,30513
bus,20160727,off,23:45,734
bus,20160727,off,-1,58280
bus,20160727,off,13:15,9676
bus,20160727,off,11:45,9349
bus,20160727,off,22:45,1595
bus,20160727,off,05:00,707
bus,20160727,off,16:15,17055
bus,20160727,off,01:15,244
bus,20160727,off,14:00,9520
bus,20160727,off,21:15,3086
bus,20160727,off,07:30,19276
bus,20160727,off,06:30,6422
bus,20160727,off,01:00,218
bus,20160727,off,15:00,16215
bus,20160727,off,16:00,19466
bus,20160727,off,23:15,1214
bus,20160727,off,12:15,9127
bus,20160727,off,21:00,3170
bus,20160727,off,04:30,124
bus,20160727,off,05:30,1904
bus,20160727,off,03:15,130
bus,20160727,off,14:30,11287
bus,20160727,off,18:15,19396
bus,20160727,off,06:45,8576
bus,20160727,off,19:00,11358
bus,20160727,off,12:00,8526
bus,20160727,off,09:45,11618
bus,20160727,off,23:00,1417
bus,20160727,off,00:45,209
bus,20160727,off,04:00,126
bus,20160727,off,17:30,18940
bus,20160727,off,10:15,9181
bus,20160727,off,08:30,34832
bus,20160727,off,03:00,158
bus,20160727,off,21:30,3010
bus,20160727,off,15:45,22339
bus,20160727,off,18:00,19797
bus,20160727,off,20:30,3969
bus,20160727,off,19:15,8639
bus,20160727,off,08:00,30867
bus,20160727,off,02:00,114
bus,20160727,off,13:45,9607
bus,20160727,off,17:00,15666
bus,20160727,off,09:30,13318
bus,20160727,off,22:30,1958
bus,20160727,off,04:15,165
bus,20160727,off,03:30,118
bus,20160727,off,10:00,9635
bus,20160727,off,18:30,17452
bus,20160727,off,20:45,3410
bus,20160727,off,07:45,25661
bus,20160727,off,06:00,3209
bus,20160727,off,05:45,2714
bus,20160727,off,08:15,34973
bus,20160727,off,11:00,8697
bus,20160727,off,02:15,236
bus,20160727,off,22:00,2297
bus,20160727,off,17:15,17312
bus,20160727,off,10:30,9746
bus,20160727,off,15:30,22577
bus,20160727,off,14:45,13806
bus,20160727,off,00:30,319
bus,20160727,off,19:30,7215
bus,20160727,off,06:15,4873
bus,20160727,off,01:45,152
bus,20160727,off,16:45,16003
bus,20160727,off,11:15,8771
bus,20160727,off,09:15,15854
bus,20160727,off,22:15,2303
bus,20160727,off,21:45,2612
bus,20160725,on,02:30,190
bus,20160725,on,13:30,10555
bus,20160725,on,15:15,28464
bus,20160725,on,12:45,10093
bus,20160725,on,00:00,359
bus,20160725,on,16:30,17708
bus,20160725,on,04:45,751
bus,20160725,on,03:45,116
bus,20160725,on,19:45,4528
bus,20160725,on,01:30,179
bus,20160725,on,07:15,23231
bus,20160725,on,09:00,15270
bus,20160725,on,18:45,9875
bus,20160725,on,11:30,9152
bus,20160725,on,20:15,3632
bus,20160725,on,00:15,279
bus,20160725,on,13:00,10670
bus,20160725,on,02:45,105
bus,20160725,on,23:30,513
bus,20160725,on,17:45,19762
bus,20160725,on,10:45,9108
bus,20160725,on,05:15,1860
bus,20160725,on,20:00,4369
bus,20160725,on,12:30,10385
bus,20160725,on,07:00,16591
bus,20160725,on,14:15,12199
bus,20160725,on,08:45,18476
bus,20160725,on,23:45,499
bus,20160725,on,-1,135
bus,20160725,on,13:15,10822
bus,20160725,on,11:45,9091
bus,20160725,on,22:45,1120
bus,20160725,on,05:00,1135
bus,20160725,on,16:15,17152
bus,20160725,on,01:15,118
bus,20160725,on,14:00,11856
bus,20160725,on,21:15,2699
bus,20160725,on,07:30,30721
bus,20160725,on,06:30,8798
bus,20160725,on,01:00,197
bus,20160725,on,15:00,26891
bus,20160725,on,16:00,18844
bus,20160725,on,23:15,748
bus,20160725,on,12:15,9857
bus,20160725,on,21:00,3387
bus,20160725,on,04:30,353
bus,20160725,on,05:30,2775
bus,20160725,on,03:15,116
bus,20160725,on,14:30,14662
bus,20160725,on,18:15,16037
bus,20160725,on,06:45,11191
bus,20160725,on,19:00,8257
bus,20160725,on,12:00,9969
bus,20160725,on,09:45,10414
bus,20160725,on,23:00,957
bus,20160725,on,00:45,200
bus,20160725,on,04:00,110
bus,20160725,on,17:30,20780
bus,20160725,on,10:15,9954
bus,20160725,on,08:30,26718
bus,20160725,on,03:00,131
bus,20160725,on,21:30,2226
bus,20160725,on,15:45,20374
bus,20160725,on,18:00,19203
bus,20160725,on,20:30,3242
bus,20160725,on,19:15,6436
bus,20160725,on,08:00,37552
bus,20160725,on,02:00,158
bus,20160725,on,13:45,10198
bus,20160725,on,17:00,21297
bus,20160725,on,09:30,12100
bus,20160725,on,22:30,1282
bus,20160725,on,04:15,53
bus,20160725,on,03:30,122
bus,20160725,on,10:00,9774
bus,20160725,on,18:30,12721
bus,20160725,on,20:45,3071
bus,20160725,on,07:45,34886
bus,20160725,on,06:00,5103
bus,20160725,on,05:45,3700
bus,20160725,on,08:15,33308
bus,20160725,on,11:00,9476
bus,20160725,on,02:15,99
bus,20160725,on,22:00,1776
bus,20160725,on,17:15,22094
bus,20160725,on,10:30,9777
bus,20160725,on,15:30,26978
bus,20160725,on,14:45,17070
bus,20160725,on,00:30,318
bus,20160725,on,19:30,5727
bus,20160725,on,06:15,6907
bus,20160725,on,01:45,120
bus,20160725,on,16:45,17098
bus,20160725,on,11:15,9501
bus,20160725,on,09:15,12733
bus,20160725,on,22:15,1642
bus,20160725,on,21:45,2093
bus,20160725,off,02:30,155
bus,20160725,off,13:30,10173
bus,20160725,off,15:15,21311
bus,20160725,off,12:45,9861
bus,20160725,off,00:00,431
bus,20160725,off,16:30,16056
bus,20160725,off,04:45,392
bus,20160725,off,03:45,131
bus,20160725,off,19:45,5647
bus,20160725,off,01:30,161
bus,20160725,off,07:15,12803
bus,20160725,off,09:00,19746
bus,20160725,off,18:45,14614
bus,20160725,off,11:30,9156
bus,20160725,off,20:15,3987
bus,20160725,off,00:15,366
bus,20160725,off,13:00,9696
bus,20160725,off,02:45,150
bus,20160725,off,23:30,670
bus,20160725,off,17:45,19932
bus,20160725,off,10:45,9562
bus,20160725,off,05:15,1143
bus,20160725,off,20:00,4770
bus,20160725,off,12:30,9845
bus,20160725,off,07:00,9533
bus,20160725,off,14:15,10799
bus,20160725,off,08:45,29286
bus,20160725,off,23:45,605
bus,20160725,off,-1,55090
bus,20160725,off,13:15,10066
bus,20160725,off,11:45,9052
bus,20160725,off,22:45,1265
bus,20160725,off,05:00,704
bus,20160725,off,16:15,17560
bus,20160725,off,01:15,194
bus,20160725,off,14:00,9431
bus,20160725,off,21:15,2894
bus,20160725,off,07:30,18735
bus,20160725,off,06:30,6236
bus,20160725,off,01:00,167
bus,20160725,off,15:00,15415
bus,20160725,off,16:00,19737
bus,20160725,off,23:15,861
bus,20160725,off,12:15,9489
bus,20160725,off,21:00,3222
bus,20160725,off,04:30,163
bus,20160725,off,05:30,1917
bus,20160725,off,03:15,147
bus,20160725,off,14:30,11450
bus,20160725,off,18:15,20271
bus,20160725,off,06:45,8172
bus,20160725,off,19:00,11211
bus,20160725,off,12:00,8699
bus,20160725,off,09:45,12119
bus,20160725,off,23:00,1021
bus,20160725,off,00:45,235
bus,20160725,off,04:00,127
bus,20160725,off,17:30,18454
bus,20160725,off,10:15,9764
bus,20160725,off,08:30,34703
bus,20160725,off,03:00,81
bus,20160725,off,21:30,2719
bus,20160725,off,15:45,21856
bus,20160725,off,18:00,20050
bus,20160725,off,20:30,3697
bus,20160725,off,19:15,8607
bus,20160725,off,08:00,29556
bus,20160725,off,02:00,110
bus,20160725,off,13:45,10313
bus,20160725,off,17:00,16219
bus,20160725,off,09:30,13663
bus,20160725,off,22:30,1561
bus,20160725,off,04:15,155
bus,20160725,off,03:30,130
bus,20160725,off,10:00,9866
bus,20160725,off,18:30,18132
bus,20160725,off,20:45,3105
bus,20160725,off,07:45,24498
bus,20160725,off,06:00,3264
bus,20160725,off,05:45,2706
bus,20160725,off,08:15,34304
bus,20160725,off,11:00,8680
bus,20160725,off,02:15,155
bus,20160725,off,22:00,1995
bus,20160725,off,17:15,18030
bus,20160725,off,10:30,9665
bus,20160725,off,15:30,22241
bus,20160725,off,14:45,13618
bus,20160725,off,00:30,302
bus,20160725,off,19:30,6775
bus,20160725,off,06:15,4592
bus,20160725,off,01:45,125
bus,20160725,off,16:45,16106
bus,20160725,off,11:15,9201
bus,20160725,off,09:15,15692
bus,20160725,off,22:15,1876
bus,20160725,off,21:45,2096
train,20160730,on,13:30,9473
train,20160730,on,15:15,10693
train,20160730,on,12:45,9418
train,20160730,on,00:00,1952
train,20160730,on,16:30,10882
train,20160730,on,04:45,1156
train,20160730,on,03:45,78
train,20160730,on,19:45,5057
train,20160730,on,01:30,150
train,20160730,on,07:15,5034
train,20160730,on,09:00,7527
train,20160730,on,18:45,6937
train,20160730,on,11:30,8979
train,20160730,on,20:15,4924
train,20160730,on,00:15,1637
train,20160730,on,13:00,9756
train,20160730,on,23:30,2490
train,20160730,on,17:45,10267
train,20160730,on,10:45,8577
train,20160730,on,05:15,2076
train,20160730,on,20:00,4895
train,20160730,on,12:30,9487
train,20160730,on,07:00,4322
train,20160730,on,14:15,9869
train,20160730,on,08:45,6822
train,20160730,on,23:45,2310
train,20160730,on,-1,6663
train,20160730,on,13:15,9455
train,20160730,on,11:45,9080
train,20160730,on,22:45,3590
train,20160730,on,05:00,1425
train,20160730,on,16:15,11280
train,20160730,on,01:15,487
train,20160730,on,14:00,9761
train,20160730,on,21:15,4627
train,20160730,on,07:30,5226
train,20160730,on,06:30,3336
train,20160730,on,01:00,790
train,20160730,on,01:45,48
train,20160730,on,16:00,11172
train,20160730,on,23:15,3100
train,20160730,on,12:15,9429
train,20160730,on,21:00,4928
train,20160730,on,04:30,713
train,20160730,on,05:30,2239
train,20160730,on,03:15,53
train,20160730,on,14:30,9632
train,20160730,on,18:15,9267
train,20160730,on,06:45,3753
train,20160730,on,19:00,6856
train,20160730,on,12:00,9510
train,20160730,on,09:45,7947
train,20160730,on,23:00,3247
train,20160730,on,00:45,1112
train,20160730,on,04:00,174
train,20160730,on,17:30,10985
train,20160730,on,10:15,8672
train,20160730,on,08:30,7111
train,20160730,on,03:00,47
train,20160730,on,21:30,4275
train,20160730,on,15:45,10599
train,20160730,on,18:00,10120
train,20160730,on,20:30,4439
train,20160730,on,19:15,6474
train,20160730,on,08:00,6492
train,20160730,on,02:00,43
train,20160730,on,13:45,9268
train,20160730,on,17:00,11963
train,20160730,on,09:30,7616
train,20160730,on,22:30,3772
train,20160730,on,04:15,380
train,20160730,on,03:30,107
train,20160730,on,10:00,8155
train,20160730,on,18:30,8229
train,20160730,on,20:45,4452
train,20160730,on,07:45,6095
train,20160730,on,06:00,2948
train,20160730,on,05:45,2804
train,20160730,on,08:15,6928
train,20160730,on,11:00,8919
train,20160730,on,22:00,4648
train,20160730,on,17:15,11602
train,20160730,on,10:30,8691
train,20160730,on,15:30,10407
train,20160730,on,14:45,10086
train,20160730,on,00:30,1174
train,20160730,on,19:30,5448
train,20160730,on,06:15,3316
train,20160730,on,15:00,10791
train,20160730,on,16:45,10881
train,20160730,on,11:15,9057
train,20160730,on,09:15,7910
train,20160730,on,22:15,4394
train,20160730,on,21:45,4548
train,20160730,off,02:30,64
train,20160730,off,13:30,9431
train,20160730,off,15:15,10118
train,20160730,off,12:45,9619
train,20160730,off,00:00,2783
train,20160730,off,16:30,10660
train,20160730,off,04:45,195
train,20160730,off,19:45,6341
train,20160730,off,01:30,804
train,20160730,off,07:15,3341
train,20160730,off,09:00,6125
train,20160730,off,18:45,9764
train,20160730,off,11:30,8877
train,20160730,off,20:15,5758
train,20160730,off,00:15,2326
train,20160730,off,13:00,9222
train,20160730,off,23:30,3222
train,20160730,off,17:45,12084
train,20160730,off,10:45,9362
train,20160730,off,05:15,875
train,20160730,off,20:00,5470
train,20160730,off,12:30,8989
train,20160730,off,07:00,2596
train,20160730,off,14:15,9602
train,20160730,off,08:45,7176
train,20160730,off,23:45,2860
train,20160730,off,-1,11211
train,20160730,off,13:15,10446
train,20160730,off,11:45,9463
train,20160730,off,22:45,4443
train,20160730,off,05:00,348
train,20160730,off,16:15,10408
train,20160730,off,01:15,1197
train,20160730,off,14:00,9067
train,20160730,off,21:15,4821
train,20160730,off,07:30,3771
train,20160730,off,06:30,3356
train,20160730,off,01:00,1357
train,20160730,off,01:45,506
train,20160730,off,16:00,9868
train,20160730,off,23:15,3493
train,20160730,off,12:15,9807
train,20160730,off,21:00,4433
train,20160730,off,04:30,89
train,20160730,off,05:30,1082
train,20160730,off,14:30,9344
train,20160730,off,18:15,10725
train,20160730,off,06:45,3334
train,20160730,off,19:00,8518
train,20160730,off,12:00,9556
train,20160730,off,09:45,8493
train,20160730,off,23:00,4270
train,20160730,off,00:45,1461
train,20160730,off,04:00,59
train,20160730,off,17:30,11050
train,20160730,off,10:15,7963
train,20160730,off,08:30,6402
train,20160730,off,21:30,4402
train,20160730,off,15:45,10415
train,20160730,off,18:00,10918
train,20160730,off,20:30,5177
train,20160730,off,19:15,8036
train,20160730,off,08:00,4650
train,20160730,off,02:00,395
train,20160730,off,13:45,9550
train,20160730,off,17:00,10719
train,20160730,off,09:30,6645
train,20160730,off,22:30,4377
train,20160730,off,04:15,70
train,20160730,off,10:00,6949
train,20160730,off,18:30,9907
train,20160730,off,20:45,4841
train,20160730,off,07:45,4842
train,20160730,off,06:00,1872
train,20160730,off,05:45,1806
train,20160730,off,08:15,5859
train,20160730,off,11:00,8398
train,20160730,off,02:15,123
train,20160730,off,22:00,4464
train,20160730,off,17:15,11658
train,20160730,off,10:30,7246
train,20160730,off,15:30,9813
train,20160730,off,14:45,9618
train,20160730,off,00:30,1918
train,20160730,off,19:30,6733
train,20160730,off,06:15,2833
train,20160730,off,15:00,9511
train,20160730,off,16:45,10526
train,20160730,off,11:15,9144
train,20160730,off,09:15,7024
train,20160730,off,22:15,4370
train,20160730,off,21:45,4690
train,20160729,on,02:30,37
train,20160729,on,13:30,11919
train,20160729,on,15:15,24914
train,20160729,on,12:45,11077
train,20160729,on,00:00,2157
train,20160729,on,16:30,26346
train,20160729,on,04:45,2913
train,20160729,on,03:45,254
train,20160729,on,19:45,8066
train,20160729,on,01:30,318
train,20160729,on,07:15,29906
train,20160729,on,09:00,19876
train,20160729,on,18:45,14685
train,20160729,on,11:30,9847
train,20160729,on,20:15,7506
train,20160729,on,00:15,1695
train,20160729,on,13:00,11940
train,20160729,on,23:30,3091
train,20160729,on,17:45,28950
train,20160729,on,10:45,9763
train,20160729,on,05:15,5459
train,20160729,on,20:00,8112
train,20160729,on,12:30,10979
train,20160729,on,07:00,22854
train,20160729,on,14:15,13560
train,20160729,on,08:45,21590
train,20160729,on,23:45,2463
train,20160729,on,-1,14394
train,20160729,on,13:15,11874
train,20160729,on,11:45,9978
train,20160729,on,22:45,4683
train,20160729,on,05:00,3927
train,20160729,on,16:15,23487
train,20160729,on,01:15,456
train,20160729,on,14:00,13251
train,20160729,on,21:15,6517
train,20160729,on,07:30,35893
train,20160729,on,06:30,14355
train,20160729,on,01:00,796
train,20160729,on,01:45,65
train,20160729,on,16:00,23732
train,20160729,on,23:15,3437
train,20160729,on,12:15,11123
train,20160729,on,21:00,7529
train,20160729,on,04:30,1711
train,20160729,on,05:30,6928
train,20160729,on,03:15,68
train,20160729,on,14:30,14247
train,20160729,on,18:15,21904
train,20160729,on,06:45,19115
train,20160729,on,19:00,13153
train,20160729,on,12:00,11055
train,20160729,on,09:45,11434
train,20160729,on,23:00,4569
train,20160729,on,00:45,1164
train,20160729,on,04:00,510
train,20160729,on,17:30,33216
train,20160729,on,10:15,10301
train,20160729,on,08:30,29445
train,20160729,on,21:30,6334
train,20160729,on,15:45,20750
train,20160729,on,18:00,26757
train,20160729,on,20:30,6927
train,20160729,on,19:15,10951
train,20160729,on,08:00,41100
train,20160729,on,13:45,12131
train,20160729,on,17:00,38367
train,20160729,on,09:30,12693
train,20160729,on,22:30,5121
train,20160729,on,04:15,1001
train,20160729,on,03:30,127
train,20160729,on,10:00,10623
train,20160729,on,18:30,18285
train,20160729,on,20:45,6875
train,20160729,on,07:45,40962
train,20160729,on,06:00,10352
train,20160729,on,05:45,8788
train,20160729,on,08:15,36243
train,20160729,on,11:00,9772
train,20160729,on,22:00,6620
train,20160729,on,17:15,35879
train,20160729,on,10:30,9649
train,20160729,on,15:30,23756
train,20160729,on,14:45,14582
train,20160729,on,00:30,1404
train,20160729,on,19:30,9396
train,20160729,on,06:15,12401
train,20160729,on,15:00,21063
train,20160729,on,16:45,27405
train,20160729,on,11:15,10424
train,20160729,on,09:15,15573
train,20160729,on,22:15,5792
train,20160729,on,21:45,6320
train,20160729,off,02:30,50
train,20160729,off,13:30,12159
train,20160729,off,15:15,16114
train,20160729,off,12:45,10654
train,20160729,off,00:00,3079
train,20160729,off,16:30,22294
train,20160729,off,04:45,528
train,20160729,off,19:45,11814
train,20160729,off,01:30,825
train,20160729,off,07:15,15281
train,20160729,off,09:00,30276
train,20160729,off,18:45,23400
train,20160729,off,11:30,10775
train,20160729,off,20:15,8594
train,20160729,off,00:15,2859
train,20160729,off,13:00,11348
train,20160729,off,23:30,4048
train,20160729,off,17:45,34846
train,20160729,off,10:45,10430
train,20160729,off,05:15,1570
train,20160729,off,20:00,9971
train,20160729,off,12:30,11479
train,20160729,off,07:00,11542
train,20160729,off,14:15,11418
train,20160729,off,08:45,42666
train,20160729,off,23:45,4188
train,20160729,off,-1,23268
train,20160729,off,13:15,10728
train,20160729,off,11:45,9639
train,20160729,off,22:45,6083
train,20160729,off,05:00,1018
train,20160729,off,16:15,20470
train,20160729,off,01:15,1170
train,20160729,off,14:00,12001
train,20160729,off,21:15,7103
train,20160729,off,07:30,21474
train,20160729,off,06:30,10325
train,20160729,off,01:00,1533
train,20160729,off,01:45,715
train,20160729,off,16:00,20907
train,20160729,off,23:15,4886
train,20160729,off,12:15,10374
train,20160729,off,21:00,7280
train,20160729,off,04:30,171
train,20160729,off,05:30,3045
train,20160729,off,14:30,12842
train,20160729,off,18:15,31720
train,20160729,off,06:45,11309
train,20160729,off,19:00,18946
train,20160729,off,12:00,10524
train,20160729,off,09:45,16531
train,20160729,off,23:00,5287
train,20160729,off,00:45,1820
train,20160729,off,17:30,32709
train,20160729,off,10:15,10729
train,20160729,off,08:30,44588
train,20160729,off,21:30,6997
train,20160729,off,15:45,20808
train,20160729,off,18:00,33908
train,20160729,off,20:30,8108
train,20160729,off,19:15,16388
train,20160729,off,08:00,32304
train,20160729,off,02:00,440
train,20160729,off,13:45,10924
train,20160729,off,17:00,24589
train,20160729,off,09:30,20562
train,20160729,off,22:30,5348
train,20160729,off,04:15,76
train,20160729,off,10:00,12769
train,20160729,off,18:30,28641
train,20160729,off,20:45,7551
train,20160729,off,07:45,30072
train,20160729,off,06:00,5447
train,20160729,off,05:45,4318
train,20160729,off,08:15,41862
train,20160729,off,11:00,9811
train,20160729,off,02:15,190
train,20160729,off,22:00,6118
train,20160729,off,17:15,29090
train,20160729,off,10:30,11422
train,20160729,off,15:30,20077
train,20160729,off,14:45,12638
train,20160729,off,00:30,1998
train,20160729,off,19:30,13699
train,20160729,off,06:15,7200
train,20160729,off,15:00,13987
train,20160729,off,16:45,22963
train,20160729,off,11:15,10168
train,20160729,off,09:15,24378
train,20160729,off,22:15,6158
train,20160729,off,21:45,6577
train,20160731,on,13:30,8699
train,20160731,on,15:15,10647
train,20160731,on,12:45,8471
train,20160731,on,00:00,652
train,20160731,on,16:30,10135
train,20160731,on,04:45,846
train,20160731,on,03:45,86
train,20160731,on,19:45,4190
train,20160731,on,07:15,3192
train,20160731,on,09:00,7378
train,20160731,on,18:45,5883
train,20160731,on,11:30,8501
train,20160731,on,20:15,3690
train,20160731,on,00:15,419
train,20160731,on,13:00,8908
train,20160731,on,23:30,881
train,20160731,on,17:45,8985
train,20160731,on,10:45,8061
train,20160731,on,05:15,1100
train,20160731,on,20:00,4268
train,20160731,on,12:30,8342
train,20160731,on,07:00,2693
train,20160731,on,14:15,9631
train,20160731,on,08:45,6247
train,20160731,on,23:45,772
train,20160731,on,-1,6059
train,20160731,on,13:15,8680
train,20160731,on,11:45,8328
train,20160731,on,22:45,2105
train,20160731,on,05:00,902
train,20160731,on,16:15,10662
train,20160731,on,01:15,38
train,20160731,on,14:00,9005
train,20160731,on,21:15,3525
train,20160731,on,07:30,3329
train,20160731,on,06:30,2020
train,20160731,on,01:00,52
train,20160731,on,16:00,10393
train,20160731,on,23:15,1272
train,20160731,on,12:15,8749
train,20160731,on,21:00,3576
train,20160731,on,04:30,562
train,20160731,on,05:30,1212
train,20160731,on,14:30,9310
train,20160731,on,18:15,8136
train,20160731,on,06:45,2080
train,20160731,on,19:00,5618
train,20160731,on,12:00,8512
train,20160731,on,09:45,7277
train,20160731,on,23:00,1650
train,20160731,on,00:45,138
train,20160731,on,04:00,202
train,20160731,on,17:30,9322
train,20160731,on,10:15,7911
train,20160731,on,08:30,5850
train,20160731,on,21:30,3008
train,20160731,on,15:45,10255
train,20160731,on,18:00,8756
train,20160731,on,20:30,3606
train,20160731,on,19:15,5069
train,20160731,on,08:00,4829
train,20160731,on,13:45,8622
train,20160731,on,17:00,10748
train,20160731,on,09:30,7488
train,20160731,on,22:30,2450
train,20160731,on,04:15,309
train,20160731,on,03:30,74
train,20160731,on,10:00,7965
train,20160731,on,18:30,6682
